1503,士電
1504,東元
1506,正道
1507,永大
1510,台安
1512,瑞利
1513,中興電工
1514,亞力
1515,力山
1516,川飛
1517,利奇
1519,華城
1520,復盛
1521,大億
1522,堤維西
1523,開億
1524,耿鼎
1525,江申
1526,日馳
1527,鑽全
1528,恩德
1529,樂士
1530,亞崴
1531,高林股
1532,勤美
1533,車王電
1534,新企
1535,中宇
1536,和大
1537,廣隆
1538,正峰工
1539,巨庭
1540,喬福
1541,錩泰
