代碼,公司名稱
5201,凱衛資訊
5202,力新
5203,訊連
5204,得捷
5205,漢康科技
5206,經緯
5207,飛雅
5208,蔚華
5209,新鼎系統
5210,儒碩
5211,蒙恬
5212,凌網
5213,捷鴻
