代碼,公司名稱
1432,大魯閣
2601,益航
2901,欣欣
2903,遠百
2905,三商
2906,高林
2908,特力
2910,統領
2911,麗嬰房
2912,統一超
2913,農林
2915,潤泰全
2929,淘帝-KY
2939,凱羿-KY
2945,三商家購
4807,日成-KY
5906,台南-KY
5907,大洋-KY
8429,金麗-KY
8443,阿瘦
8454,富邦媒
